(143, 428)
(163, 386)
(201, 316)
(235, 250)
(266, 189)
(302, 121)
(317, 88)
(302, 121)
(257, 103)
(211, 161)
(164, 213)
(140, 244)
(122, 277)
(201, 317)
(163, 386)
(72, 319)
(111, 348)
(163, 385)
(205, 414)
(241, 442)
(287, 360)
(201, 316)
(235, 251)
(164, 214)
(236, 251)
(322, 295)
(354, 233)
(266, 188)
(210, 160)
(355, 233)
(385, 158)
(302, 120)
